key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
play,PLAY,플레이,GIOCA,ИГРАТЬ,JUGAR,JOUER,SPIELEN,OYNA,プレー,Jogar
back key exit,What? Exit? Really?,뭐시라?! 나가겠다고?!,Cosa? Esci? Davvero?,Как так? Выходите? Вы уверены?..,¿Qué? ¿Te vas? ¿En serio?,Quoi ? Fermer le jeu ? Vraiment ?,Was? Beenden? Wirklich?,Ne? Çıkış mı? Cidden mi?,終了しますか？,Quê? Sair? Mesmo!?
option,OPTION,옵션,OPZIONI,НАСТРОЙКИ,OPCIONES,OPTION,OPTIONEN,AYARLAR,OPTION,OPÇÃO
save,SAVE,저장하기,SALVA,СОХРАНИТЬ,GUARDAR,SAUVEGARDER,SPEICHERN,KAYIT,SAVE,SAVAR
load,LOAD,불러오기,CARICA,ЗАГРУЗИТЬ,CARGAR,CHARGER,LADEN,YÜKLE,LOAD,CAREGAR
arena,ARENA,아레나,ARENA,АРЕНА,ARENA,ARÈNE,ARENA,ARENA,アリーナ,ARENA
coming soon,COMING SOON,커밍 순,IN ARRIVO,С К О Р О,PRÓXIMAMENTE,BIENTÔT,DEMNÄCHST,ÇOK YAKINDA,準備中,BREVEMENTE
restore complete,Restore completed,복원 완료,Ripristino completato,Успешно восстановлено!,Reestablecimiento completado,Restauration terminée.,Wiederherstellung abgeschlossen,Yenileme tamamlandı,復元完了,Restauro completo
restore,Restore,복원,Ripristina,Восстановить,Restaurar,Restaurer,Wiederherstellen,Yenile,復元,Restaurar
buy,BUY,구매하기,COMPRA,КУПИТЬ,COMPRAR,ACHETER,KAUFEN,SATIN AL,購入,Comprar
beta alert,This is in BETA state. It might not work properly :P,베타 테스트 중입니다. 정상적으로 동작하지 않을 수도 있어용^^;,Stato in fase BETA. Potrebbe non funzionare correttamente :P,На стадии бета-теста. Может не работать должным образом :P,Esta es una versión BETA. Puede que no funcione correctamente :p,Ceci est en beta. Des bugs sont à prévoir :P,Dies ist im BETA Status. Es kann vielleicht nicht richtig funktionieren :P,"Bu BETA'dadır. Haklı olarak, çalışmayabilir :P",これは、BETA状態です。それは、正しく動作しない可能性があります：P,"Ainda está em BETA, poderá não funcionar corretamente."
select support,GET,선택,OTTIENI,ВЗЯТЬ,CONSEGUIR,OBTENIR,BEKOMMEN,AL,選択,OBTER
sign in google play,Sign in to Google Play Game Service,게임 서비스 로그인이 필요합니다.,Accedi ai servizi per i giochi di Google Play,Войдите в сервис Google Play Игр.,Inicia sesión en tu cuenta de Google Play,Connectez-vous à Google Play Jeux,Anmelden mit Google Play Game Service,Google Play Oyun Servisi'ne giriş yap.,Google Playのゲームサービスにサインイン,Login com o Google Play Game Service.
sign in game center,Sign in to Game Center,게임 센터 로그인이 필요합니다.,Accedi al Game Center,Войдите в сервис Game Center.,Inicia sesión en tu cuenta de Game Center,Connectez-vous à Game Center,Anmelden mit Game Center,Oyun Merkezi'ne giriş yap.,ゲームセンターにサインイン,Login no Game Center
effect on,EFFECT ON,효과음 켜짐,EFFETTI Sì,ЭФФЕКТЫ: ДА,EFECTOS: SÍ,EFFETS : OUI,EFFEKTE AN,ANİMASYONLAR AÇIK,効果音ON,EFEITO ON
effect off,EFFECT OFF,효과음 꺼짐,EFFETTI NO,ЭФФЕКТЫ: НЕТ,EFECTOS: NO,EFFETS : NON,EFFEKTE AUS,ANİMASYONLAR KAPALI,効果音OFF,EFFEITO OF
music on,MUSIC ON,배경음 켜짐,MUSICA SI,МУЗЫКА: ДА,MÚSICA: SÍ,MUSIQUE : OUI,MUSIK AN,MÜZİK AÇIK,音楽ON,MUSICA ON
music off,MUSIC OFF,배경음 꺼짐,MUSICA NO,МУЗЫКА: НЕТ,MÚSICA: NO,MUSIQUE : NON,MUSIK AUS,MÜZİK KAPALI,音楽OFF,MUSICA OFF
never show,Never show,다시 보지 않기,Non mostrare,Не показ. снова,No volver a mostrar,Ne plus demander,Niemals anzeigen,Bir daha gösterme,閉じる,Nunca mostrar
rate game,Please rate this game.,게임을 평가해주세요.,"Vota il gioco, perfavore","Пожалуйста, оцените игру!",Por favor` valora este juego.,Notez ce jeu s'il vous plaît,Bitte gebe eine Bewertung für das Spiel ab.,Oyunu oyla.,このゲームを評価してください。,"Por favor, classifique este jogo."
exit game,Do you want to exit the game?,게임을 종료하시겠습니까?,Vuoi uscire dal gioco?,Вы хотите выйти из игры?,¿Quieres salir del juego?,Voulez-vous quitter le jeu?,Willst du das Spiel beenden?,Oyundan çıkmak istiyor musunuz?,あなたはこのゲームを終了しますか？,Quer mesmo sair do jogo.
enjoy game,Do you enjoy Cartoon Craft?,카툰 크래프트 재미있으신가요?,Ti è piaciuto Cartoon Craft?,Как вам наш Cartoon Craft?,¿Te gusta Cartoon Craft?,Est-ce que vous aimez Cartoon Craft ?,Magst du Cartoon Craft?,Cartoon Craft'tan memnun kaldınız mı?,あなたは漫画のクラフトを楽しんでいますか？,Gosta do Cartoon Craft?
select all,ALL FORCES,전 병력 선택,TUTTE LE FORZE,ВСЕ ВОЙСКА,TODAS LAS FUERZAS,TOUTES LES UNITÉS,ALLE TRUPPEN,TÜM BİRLİKLER,全兵士を選択,TODAS AS FORÇAS
select screen,FORCES ON SCREEN,화면 내 병력 선택,FORZE SULLO SCHERMO,ВОЙСКА НА ЭКРАНЕ,FUERZAS EN PANTALLA,UNITÉS A L'ÉCRAN,ALLE SICHTBAREN TRUPPEN,EKRANDAKİ TÜM BİRLİKLER,画面内の全兵士を選択,FORÇAS NO ECRÃ
later,Later,나중에,Più tardi,Позже,Más tarde,Plus tard,Später,Sonra,あとで,Mais tarde
choose unit to upgrade,Choose a soldier that you want to upgrade.,업그레이드하려는 군인을 선택합니다.,Scegli il soldato che vuoi potenziare,"Выберите солдата, которого хотите улучшить.",Elija un soldado que desea actualizar.,Choisissez un soldat que vous souhaitez mettre à niveau.,Wähle den Kämpder den du weiterbilden möchtest.,Yükseltmek istediğiniz bir askeri seçin.,アップグレード,Escolha o soldado que quer evoluir
choose support,Get Support Force,지원 병력 선택,Ottinei Forze di Supporto,Получить Подкрепление,Consigue fuerzas de apoyo,Obtenir des unités supplémentaires,Unterstützung anfordern,Destek Kuvvet Alın,サポート兵力を選択,Obter força de suporte.
overwrite save data,Data already exists on the slot. Do you want to overwrite it?,저장된 데이터가 있습니다. 덮어쓰기 하시겠습니까?,Esistono già dei dati presenti nello slot. Vuoi sovrascriverli?,На слоте есть данные. Хотите перезаписать?,Hay información en la ranura. ¿Quieres sobreescribirla?,Des données existent déjà à cet emplacement. Voulez-vous les écraser ?,Der Speicherplatz ist schon belegt. Willst du ihn überschreiben?,Kayıt dosyası zaten var. Onun üzerine yazmak ister misiniz?,保存データがあります。上書きしますか？,"informação já existe este local, Quer anular o que está guardado?"
load data,Do you want to play the saved game?,저장된 게임을 플레이하시겠습니까?,Vuoi continuare con il gioco salvato?,Вы хотите играть в сохранённую игру?,¿Quieres jugar la partida guardada?,Voulez vous reprendre à la sauvegarde ?,Gespeichertes Spiel laden?,Kayıtlı oyunu oynamak istiyor musun?,保存データをプレイしますか？,Quer lançar o jogo salvo?
gold left,Gold Left: %d,남은 금: %d,Oro Rimasto. %d,Остаток Золота: %d,Oro restante: %d,Or restant : %d,Gold übrig: %d,Kalan Altın:%d,残りのゴールド：%d,Ouro em falta: %D
next,Next,다음,Successivo,Дальше,Siguiente,Suivant,Weiter,Sonraki,次,Próximo
not available on this stage,Not available at this stage,이 스테이지에서는 사용할 수 없습니다,Non disponibile in questo stage,Недоступно на этом этапе.,No disponible en este nivel,Indisponible dans ce niveau,Derzeit nicht verfügbar,Bu bölümde kullanılamaz.,このステージでは使えません。,Não disponível a este ponto.
not enough gold,Not enough gold,금이 부족합니다,Non hai abbastanza oro,Не хватает золота.,No tienes suficiente oro,Pas assez d'or,Nicht genügend Gold,Yetersiz altın,ゴールドが不足しています。,Não tem ouro suficiente
not enough lumber,Not enough lumber,나무가 부족합니다,Non hai abbastanza legna,Не хватает древесины.,No tienes suficiente madera,Pas assez de bois,Nicht genügend Holz,Yetersiz odun,木材が不足しています。,Não tem madeira suficiente
not enough food,Not enough food,식량이 부족합니다,Non hai abbastanza cibo,Не хватает еды.,No tienes suficiente comida,Pas assez de nourriture,Nicht genügend Essen,Yetersiz yiyecek,食料が不足しています。,Não tem comida suficiente
human,Human,휴먼,Umano,Человек,Humano,Humain,Mensch,İnsan,ヒューマン,Humano
orc,Orc,오크,Orco,Орк,orca,Orc,Ork,Ork,オーク,Orc
zombie,Zombie,좀비,Zombie,Зомби,Zombi,Zombie,Zombie,Zombi,ゾンビ,Morto-Vivo
werewolf,Werewolf,늑대인간,Lupo Mannaro,Оборотень,Hombre lobo,Loup-Garou,Werwolf,Kurtadam,人狼,Lobisomem
castle,Castle,성,Castello,Замок,Castillo,Château,Burg,Kale,城,Castelo
barbecue,Barbecue Party,바베큐 파티,Festa Barbecue,Вечеринка с Барбекю,Partido de la barbacoa,Soirée Barbecue,Grillparty,Mangal Partisi,バーベキュー大会,Festa do Churrasco
temple,Temple,제단,Tempio,Храм,templo,Temple,Tempel,Tapınak,祭壇,Templo
farm,Farm,농장,Fattoria,Ферма,Granja,Ferme,Bauernhof,Çiftlik,農場,Quinta
barracks,Barracks,병영,Caserma,Казарма,Cuartel,Caserne,Kaserne,Kışla,兵舎,Quartel
lumbermill,Lumber mill,목재소,Mulino per la Legna,Лесопилка,Aserradero,Scierie,Sägewerk,Kereste,製材所,Serralharia
build orc barracks first,A weapon house is required.,오크 공방을 먼저 건설해야 합니다,E' richiesta una casa delle armi.,Требуется оружие здания.,Se requiere una casa de arma.,Vous avez besoin d'une armurerie.,Eine Barracke wird benötigt.,Bir silah evi gereklidir.,先にオーク工場を建設しましょう。,Casa de Armas é necessário.
build barracks first,Build barracks first.,병영을 먼저 건설해야 합니다,Prima costruisci la caserma.,Сначала постройте казарму.,Construye un Cuartel primero.,Construisez d'abord une Caserne.,Baue zuerst eine Barracke.,Önce bir kışla yap.,先に兵舎を建設しましょう。,Constrói quartel primeiro.
build lumbermill first,Build a lumbermill first.,목재소를 먼저 건설해야 합니다,Prima costruisci un mulino per la legna.,Сначала постройте лесопилку.,Construye un aserradero primero.,Construisez d'abord une scierie.,Baue zuerst ein Sägewerk.,Önce bir kereste fabrikası yap.,先に製材所を建設しましょう。,Constrói serralharia primeiro.
watcher tower,Watch tower,감시탑,Torre di Avvistamento,Сторожевая Башня,Torre de vigilancia,Tour de garde,Wachturm,Gözcü Kulesi,監視塔,torre de vigia
underground bunker,Underground Bunker,지하 벙커,Bunker Sotterraneo,Подземный Бункер,Búnker subterráneo,Bunker souterrain,Untergrundbunker,Yeraltı Sığınağı,地下バンカー,Bunker Subterrâneo
trigger,Flare,신호탄,Segnale,Вспышка,Llamarada,Signal,Fackel,İşaret Fişeği,信号弾,Foguete luminoso
factory,Factory,공장,Fabbrica,Завод,Fábrica,Usine,Fabrik,Fabrika,工場,Fabrica
airport,Airport,공항,Aereoporto,Аэропорт,Aeropuerto,Aéroport,Flughafen,Havalimanı,空港,Aeroporto
mine,Mine,금광,Miniera,Шахта,Mina,Mine,Bergwerk,Maden,鉱山,Mina
orc hq,HQ,오크 본부,Orco HQ,Штаб Орков,Orc HQ,QG des Orcs,Ork Hauptquartier,Karargâh,オーク本部,QG
orc barracks,Weapon House,오크 공방,Casa delle armi dell'Orco,Хранилище Оружия Орков,Casa de Armas Orcas,Armurerie Orc,Ork Barracke,Silah Evi,オーク工場,Casa de Armas
orc bunker,Bunker,오크 벙커,Bunker dell'Orco,Бункер Орков,Orco Bunker,Bunker d'Orc,Ork Bunker,Ork Sığınağı,オークバンカー,Bunker
orc troll house,Troll House,트롤 하우스,Casa del Troll,Дом Тролля,Casa troll,Maison de troll,Troll Haus,Troll Evi,トロールハウス,Casa do Troll
worker,Worker,일꾼,Lavoratore,Рабочий,Trabajador,Ouvrier,Arbeiter,İşçi,ワーカー,Trabalhador
swordman,Swordman,검사,Spadaccino,Мечник,Espadachín,Épéiste,Schwertkämpfer,Silahtar,剣士,Espadachim
archer,Archer,궁수,Arciere,Лучник,Arquero,Archer,Bogenschütze,Okçu,射手,Arqueiro
wizard,Wizard,마법사,Mago,Колдун,Mago,Mage,Zauberer,sihirbaz,魔術師,Mago
helicopter,Helicopter,드론병,Elicottero,Вертолётчик,Helicóptero,Hélicoptère,Hubschrauber,Helikopter,ドローン兵,Helicóptero
catapult,Catapult,투석기,Catapulta,Катапульта,Catapulta,Catapulte,Katapult,Mancınık,投石器,Catapulta
orc axe,Orc Fighter,오크 파이터,Orco Combattente,Боевой Орк,Luchador orco,Combattant Orc,Ork Kämpfer,Ork Savaşçısı,オークファイター,Guerreio Orc
orc spear,Orc Spear man,오크 창병,Orco Lancia Uomini,Орк с Копьём,Orc Spear man,Lancier Orc,Ork Speerkämpfer,Ork Mızrakçısı,オーク槍兵,Lanceiro Orc
troll,Troll,트롤,Troll,Тролль,Troll,Troll,Troll,Troll,トロール,Troll
orc worker,Goblin Worker,고블린 일꾼,Goblin Lavoratore,Гоблин Рабочий,Trabajador Goblin,Ouvrier Goblin,Kobold Arbeiter,Goblin İşçi,ゴブリンワーカー,Trabalhador Goblin
goblin,Goblin,고블린,Goblin,Гоблин,Duende,Goblin,Kobold,Goblin,ゴブリン,Goblin
goblin bomb,Bomber,버머,Bombardiere,Бомбер,Bomberman,Bombardier,Bomber,Bombacı,ゴブリン爆弾兵,Bombista
hero orc,Orc general,오크 장군,Generale Orco,Орк-Генерал,orco en general,Orc générale,Ork General,Ork Generali,オーク将軍,General Orc
hero goblin,Goblin king,고블린 왕,Re Goblin,Король Гоблинов,rey de los goblins,roi des gobelins,Kobold König,Goblin Kral,ゴブリンの王,Rei Orc
hero archer,Archer hero,아처 영웅,Eroe Arciere,Лучник-Герой,héroe Archer,héros Archer,Bogenschützen Held,Kahraman Okçu,アーチャーヒーロー,Herói arqueiro
hero werewolf,Werewolf,늑대 인간,Lupo Mannaro,Оборотень,Hombre-lobo,loup-garou,Werwolf,Kurtadam,人狼,lobisomem
hero spearman,Spear hero,스피어 영웅,Eroe Lancia,Копьеносец,héroe de la lanza,héros lance,Speerkämpfer Held,Mızrakçı Kahraman,槍のヒーロー,Herói lanceiro
hero lizardman,Lizard soldier,도마뱀 군인,Soldato Lucertola,Ящерица-Солдат,soldado lagarto,soldat Lizard,Echsenkämpfer,Kertenkele Adam,トカゲの軍人,soldado lagarto
hero monk,Monk,수도승,Monaco,Монах,Monje,Moine,Mönch,Keşiş,修道士,Monge
hero fighter,Martial Fighter,투사,Guerriero Marziale,Истребитель,marciales de combate,Martial Fighter,Martialkämpfer,Dövüş Ustası,闘士,Lutador de artes marciais
hero bear,The bear,곰,L'Orso,Медведь,El oso,L'ours,Der Bär,Ayı,熊,O Urso
hero healer,Healer,힐러,Guaritore,Целитель,Curador,Guérisseur,Heiler,Şifacı,ヒーラー,Curandeiro
hero knight,Knight,기사,Cavaliere,Рыцарь,Caballero,Chevalier,Ritter,Şövalye,騎士,Cavaleiro
hero elf swordman,Sword Elf,엘프 검사,Elfo Spada,Эльф-Мечник,espada Elf,épée Elf,Schwert Elf,Elf Kılıçlısı,エルフの騎士,Espadachim Elfo
hero assassin,Assassin,암살자,Assassino,Убийца,Asesino,Assassin,Assassine,Seri Katil,暗殺者,Assassino
hero lion,Lion,사자,Leone,Лев,León,Lion,Löwe,Aslan,ライオン,Leão
hero crazy werewolf,Crazy werewolf,미친 늑대 인간,Lupo Mannaro Pazzo,Безумный Оборотель,loco hombre lobo,loup-garou fou,Verrückter Werwolf,Çılgın kurtadam,いかれた人狼,Lobisomem maluco
hero crazy bear,Crazy bear,미친 곰,Orso Pazzo,Безумный Медведь,oso loco,ours fou,Verrückter Bär,Çılgın Ayı,いかれた熊,Urso maluco
hero crazy lion,Crazy lion,미친 사자,Leone Pazzo,Безумный Лев,león loco,lion fou,Verrückter Löwe,Çılgın aslan,いかれたライオン,Leão maluco
hero lady werewolf,The lady werewolf,레이디 늑대인간,La signora licantropo,Женщина оборотень,La dama hombre lobo,Le loup-garou dame,Die Dame Werwolf,Dişi Kurtadam,女性狼,Senhora lobisomem
hero lady lion,The lady lion,레이디 사자,La signora Leone,Львица,El león dama,Le lion dame,Die Löwendame,Dişi Aslan,レティ―ライオン,Senhora leão
hero lady bear,The lady bear,레이디 곰,La signora Orso,Медведица,El oso dama,L'ours dame,Die Bärendame,Dişi Ayı,レディー熊,Senhora urso
hero wizard,High wizard,높은 마법사,Sommo Mago,Высший Колдун,alta asistente,assistant haute,Hohe Magier,Yüce Büyücü,上位魔法師,Mago mestre
hero tanker,Tanker,탱커,Cisterna,Танкер,Petrolero,Pétrolier,Tanker,Tanker,タンカー,Duro
hero skeleton,Skeleton,해골,Scheletro,Скелет,Esqueleto,Squelette,Skelett,İskelet,骸骨,Esqueleto
hero reaper,Reaper,사신,Mietitore,Жнец,segador,moissonneuse,Sensenmann,Reaper,死神,Ceifeiro
hero ent,Ent,엔트,Componente,Событийник,Ent,Ent,Ent,Ent,エント,Ent
hero salamander,Salamander,살라만다,Salamandra,Саламандра,Salamandra,Salamandre,Salamander,Semender,サラマンダー,Salamandra
hero undine,Undine,운디네,Ondina,Русалка,Ondina,Undine,Nymphe,Su Perisi,ウンディーネ,Undine
hero santa,Angry Santa,성난 산타,Babbo Natale arrabbiato,Злой Санта,,Angry Père Noël,Wütender Santa,Kızgın Nuel Babuş,怒っているサンタ,Pai Natal Zangado
hero rudolph,Rudolph,루돌프,Rudolph,Рудольф,Rudolph,Rudolph,Rudolph,Rudolph,ルドルフ,Rudolph
hero santadog,Santa Dog,산타독,Cane della Santa,Санта Пёс,perro de Santa,Santa Dog,Santas Hund,Nuel köpek,サンタ・ドッグ,Cão do Pai Natal
hero mole,Mole,두더지,Talpa,Моль,Topo,Môle,Maulwurf,Köstebek,モル,Toupeira
hero penguin,Penguin,펭귄,Pinguino,пингвин,Pingüino,manchot,Pinguin,Penguen,ペンギン,Pinguim
hero catinboots,Cat of justice,정의의 고양이,Gatto della giustizia,Кошка справедливости,Gato de la justicia,Chat de la justice,Katze der Gerechtigkeit,adalet Kedi,正義の猫,Gato da justiça
hero toymouse,Toy Mouse,장난감 쥐,giocattolo del mouse,Игрушка мышь,juguete del ratón,Souris jouet,Spielzeug-Maus,Oyuncak Fare,おもちゃのマウス,Rato de brincar
hero savagearcher,Savage Archer..?,원주민 궁수..?,Savage Archer ..?,Savage Archer ..?,Archer salvaje ..?,Savage Archer ..?,Savage Archer ..?,Savage Archer ..?,サベージアーチャー..？,Salvar Arqueiro…?
hero batmonster,Angry Batty,앵그리 배티,Angry Batty,Злой Бэтти,enojado Batty,Angry Batty,wütend Batty,Kızgın Batty,怒っているバティ,Morcego zangado
hero memeat,ME MEAT,나고기,ME CARNE,ME МЯСО,CARNE ME,ME VIANDE,ME FLEISCH,ME ET,ME肉,EU CARNE
hero parasite,Parasite,기생충 감염체,Parassita,паразит,Parásito,Parasite,Parasit,Parazit,寄生虫,Parasita
hero watermelon,Watermelon,수박,Anguria,Арбуз,Sandía,Pastèque,Wassermelone,Karpuz,スイカ,Melancia
hero babymino,Mino junior,미노 주니어,Mino juniores,Мин младший,junior Mino,junior mino,Mino junior,Mino genç,美濃ジュニア,Mino júnior
hero mino,Minotaur,미노타우로스,Minotauro,Минотавр,Minotauro,Minotaure,Minotaur,yarı insan yarı boğa canavar,ミノタウロス,Minotauro
hero kerberos,Kerberos,케르베로스,Kerberos,Kerberos,Kerberos,Kerberos,Kerberos,Kerberos,Kerberos,Kerberos
hero lamia,Lamia,라미아,Lamia,Ламия,Lamia,Lamia,Lamia,Lamya,ラミア,Lamia
hero chunja,Chunja,춘자,Chunja,Чунджа,Chunja,Chunja,Chunja,Chunja,チュンジャ,Chunja
hero golem,Golem,골렘,GOLEM,Голем,Golem,Golem,Golem,Golem,ゴーレム,Golem
resume,RESUME,계속하기,RIPRENDI,ПРОДОЛЖИТЬ,CONTINUAR,CONTINUER,FORTSETZEN,DEVAM ET,再開する,Retomar
stage title 0_0,Begin the journey,여행의 시작,Inzia l'avventura,Начало путешествия,¡Que comience la aventura!,Début de l'aventure,Der Beginn eines Abenteuers,Yolculuğa başla,旅のはじまり,Iniciar a viagem
stage title 0_1,Raid of Orcs,오크의 습격,Incursione di Orchi,Рейд Орков,Incursión orca,Raid des Orcs,Der Überfall der Orks,Karakol baskını,オークの襲撃,Raid Orc
stage title 0_2,Counter Attack,카운터 어택,Contrattacco,Контр-атака,Contraataque,Contre-attaque,Der Gegenangriff,Karşı Saldırı,カウンターアタック,Contra ataque
stage title 0_3,Rise of Zombies,좀비의 등장,Risveglio degli Zombie,Восстание Зомби,La aparición de los zombis,Apparition des zombies,Der Aufstieg der Zombies,Zombilerin Yükselişi.,ゾンビの登場,Nascer dos mortos
stage title 0_4,Help Orcs,오크를 구하라,Aiuta gli Orchi,Помощь Орков,Ayuda a los orcos,Aider les Orcs,Help Orcs,Orklara yardım,オークを救出せよ,Ajuda Orc
stage title 0_5,Alliance,동맹,Alleanza,Союз,Alianza,Alliance,Die Allianz,Düşmanımın düşmanı dostumdur,同盟,Aliança
stage title 0_6,Zombies King,좀비의 왕,Re degli Zombie,Король Зомби,El rey zombi,Le Roi des Zombies,Der Zombie König,Zombilerin Kralı,ゾンビの王様,Rei dos mortos vivos
stage title 0_7,Swarm of Zombies,좀비떼의 습격,Sciame di Zombie,Рой Зомби,Plaga de zombis,Essaim de Zombies,Zombieschwarm,Sürüsüne Zombi,ゾンビ軍の襲撃,enxame de mortos vivos
stage title 0_8,Rise in Revolt,반란군의 등장,Ribellione,Великое Восстание,Rebelión,Rébellion,Rebellion,Şiddetli İsyan,反乱軍の登場,junta-te a revolução
stage title 0_9,Betrayer,배신자,Traditore,Предатель,Traidor,Traître,Verräter,Hain,裏切り者,Traidor
stage title 0_10,Hive of Zombies,좀비굴,Culmine di Zombie,Улей Зомби,Colmena de zombis,Rûche des Zombies,Zombienest,Zombilerin Kovanı,ゾンビの巣,Ninho de mortos vivos
stage title 0_11,End of Zombies King,좀비왕의 최후,La fine del Re degli Zombie,Конец Короля Зомби,El fin del rey zombi,Mort du Roi des Zombies,Das Ende des Zombie Königs,Zombi Kralının Hazin Sonu,ゾンビ王の最期,o fim do rei dos mortos vivos
stage title story 0_0,"Once upon a time, Humans and Orcs were there. They are fighting each other since forever. They didn’t even know why they are fighting. They just fight because their parents have been doing it. Then one day! Boom! They became friends. How? Because there was a huge threat rising in the north-east. But before we get there, you have to know how they build a farm and barracks. Then you need to learn how to train swordsmen. Are you ready?",판교와 정자에는 오크와 휴먼 두 종족이 살고 있다. 두 종족은 오래전부터 치열한 전투를 벌이고 있다. 도무지 언제부터 그랬는지 그 시작을 알 수 없을 정도로 오랜 기간 동안 전쟁을 하고 있다. 어릴 적부터 부모의 전투 장면을 보면서 자란 아이들은 자연스레 전쟁이 삶이 되어 있었다. 그러던 어느 날 휴먼과 오크 두 종족은 동맹을 맺게 된다. 어떻게 그런 일이 있을 수 있었을까? 그 이유는 북동쪽 오리 지역에서 공공의 적이 출현했기 때문이다. 지금은 그 일이 있기 얼마 전. 판교에서 휴먼 장군 아둔이 야영지를 구축하고 있다.,"C'era una volta, Umani e Orchi erano lì. Stanno combattendo tra di loro da sempre. Non hanno nemmeno perché stanno combattendo. Hanno appena combattono perché i loro genitori sono state facendo. Poi un giorno! Boom! Sono diventati amici. Come? Perché c'era una minaccia enorme aumento nel nord-est. Ma prima di arrivare lì, dovete sapere come costruire una fattoria e caserme. Allora avete bisogno di imparare ad addestrare spadaccini. Siete pronti?","Приветик, ангелочек. Сегодня бубушка расскажет тебе захватывающую историю, чтобы ты сладко спал... Жили-были Орки и Люди, и они вели войну. Боролись друг с другом с незапамятных времен, даже сами не зная, зачем делают это. Просто потому что их отцы и матери делали это. Затем однажды... БУМ! Они стали друзьями навек. Как так произошло? А все из-за угрозы, идущей с северо-востока... Но прежде чем мы продолжим, малыш, нужно узнать, как строить фермы и казармы, а потом и нанимание мечников осилим. Готов? Бабушка надеется, что да. Так вперед и со сладостями бабули!",Hola` angelito. La abuelita tiene una historia muy interesante que te transportará a una tierra de ensueño. Érase una vez una época en la que orcos y humanos hacían movidas de la guerra y esas cosas. Llevaban desde siempre luchando entre ellos. La verdad es que ni siquiera sabían por qué luchaban` solo lo hacían porque sus papás y sus mamás lo hacían. Y` entonces` un día ¡Pumba! Se hicieron amigos. ¿Cómo? Pues porque había un tocapelotas alzándose en el noreste. Pero antes de llegar a eso` tienes que saber cómo construían granjas y cuarteles y cómo entrenaban a sus espadachines. ¿Estás preparado? Espero que sí. Ven a echar un vistazo con la abuelita` cariño.,"Salut petit ange. Grand-mère a une histoire très intéressante qui t'emmènera au pays du sommeil profond. Il y a bien longtemps, les Humains et les Orcs étaient en guerre. Ils se combattaient depuis la nuit des temps. Cela faisait si longtemps qu'ils ne connaissaient même plus la raison de cette guerre. Ils le faisaient parce que leurs parents le faisaient. Et un jour ! Boom ! Ils sont devenus amis. Comment ? Parce qu'une énorme menace s'élevait au nord-est. Mais avant d'en arriver là, tu dois savoir comment ils construisaient une ferme et une caserne. Puis tu dois apprendre à entraîner des épéistes. Tu es prêt ? J'espère pour toi. C'est parti avec mamie !","Hallo kleiner Engel. Oma hat eine sehr interessante Geschichte, dass dich in ein Land voller Träume bringt. Es waren einmal Menschen und Orks in einem Krieg, der schon seit Ewigkeiten währte. Sie wussten nicht einmal mehr warum sie kämpften. Sie kämpften, weil schon ihre Eltern und Großeltern kämpften. Dann eines Tages, Boom! Sie wurden Freunde. Wie fragst du dich? Von Nordosten, kam eine noch größere Bedrohung. Aber bevor ich dir, dass erzähle, musst du wissen, wie man einen Bauernhof und Kasernen baut und du wirst du lernen wie man Schwerkämpfer ausbildet.Bist du bereit? Ich hoffe du bist es.","Bir zamanlar, İnsanlar ve Orklar vardı. Onlar sonsuza beri birbirlerini savaşıyor. niçin mücadele Onlar bile bilmiyordum. ebeveynleri bunu yapıyor çünkü sadece kavga. Sonra bir gün! Boom! Onlar arkadaş oldular. Nasıl? olmadığı için büyük bir tehdit kuzey-doğuda yükseliyor. Oraya Ama hepsinden önce bir çiftlik ve kışla nasıl inşa bilmek zorunda. Sonra kılıçlı tren öğrenmek gerekir. Hazır mısın?",やあ、小さな天使。グラニーは深い眠りの国へ導くとても面白い話がある。昔、ヒューマンとオークは戦争をした。両者はかねてからずっと戦ってきた。それぞれが、自分の親が戦っていたから戦ったのだ。それからある日！急に！彼らは友だちになった。どうやって？それは北東に大きな脅威があったからだ。しかし、そこへ着く前に、どのように農場とバラックを造るか知る必要がある。それから、ソードマンをしつける方法を学ぶ必要がある。用意はいいか。良さそうだ。グラニースイーティーといっしょに掘り起こそう。,"Era uma vez, humanos e orcs estavam lá. Eles estão lutando entre si desde sempre. Eles nem sabem porque é que estão a lutar. Eles lutam apenas porque seus pais já lutavam. Então um dia! Espetáculo! Eles tornaram-se amigos. Como? Porque havia uma grande ameaça crescendo no nordeste. Mas antes de chegarmos lá, você precisa saber como eles constroem uma quinta e um quartel. Depois precisas de aprender a treinar espadachins. Você está pronto?"
