key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
stage title story 2_10,"Around the time Newman was going around investigating here and there, Gulzar fell into deep contemplation. Lately, he had been frequently seeing scenes in his dreams where he killed Newman. In his dreams, after killing Newman, Gulzar shouts something loudly, but he cannot remember what he said. Come to think of it again, it seems it has been like this since he met the skeletons. No. That must be mere speculation. How could such cute skeletons make me commit such an act of treason? Gulzar thought. He had first met the skeletons in a forest.",뉴먼이 여기저기 조사를 하고 다닌 무렵 굴자르는 깊은 고민에 빠졌다. 요즘들어 꿈속에서 본인이 뉴먼을 죽이는 장면을 자주 보게 되었다. 꿈속에서 굴자르는 뉴먼을 죽인 뒤 무언가 크게 외치지만 무슨 말인지는 굴자르는 기억이 나지 않는다. 다시 생각해보면 스켈레톤들을 만난 후 부터 그랬던 것 같다. 아니다. 그건 억측일 것이다. 이렇게 귀여운 스켈레톤들이 어떻게 나에게 그런 반역을 저지르게 하겠는가? 라고 굴자르는 생각했다. 스켈레톤을 처음 만난 것은 어느 숲 속에서 였다.,"Mentre Newman si aggirava per la zona indagando, Gulzar si immerse in profonde riflessioni. Ultimamente, nei suoi sogni, vedeva spesso scene in cui uccideva Newman. Nei sogni, dopo averlo ucciso, Gulzar gridava qualcosa a gran voce, ma non riusciva a ricordare cosa avesse detto. A pensarci bene, sembrava che fosse così da quando aveva incontrato gli scheletri. No. Dev'essere solo una supposizione. Come potevano degli scheletri così carini indurmi a commettere un simile atto di tradimento? pensò Gulzar. Aveva incontrato gli scheletri per la prima volta in una foresta.","Примерно в то время, когда Ньюман ходил туда-сюда, проводя расследования, Гулзар погрузился в глубокие размышления. В последнее время ему часто снились сцены, где он убивает Ньюмана. Во сне, после убийства Ньюмана, Гулзар громко что-то кричит, но не может вспомнить, что именно. Если подумать, кажется, так было с тех пор, как он встретил скелетов. Нет. Это, должно быть, всего лишь предположение. Как такие милые скелеты могли заставить меня совершить такой акт измены? — подумал Гулзар. Впервые он встретил скелетов в лесу.","Por la época en que Newman andaba investigando aquí y allá, Gulzar cayó en una profunda reflexión. Últimamente, había estado viendo con frecuencia escenas en sus sueños donde mataba a Newman. En sus sueños, después de matarlo, Gulzar gritaba algo con fuerza, pero no recordaba qué había dicho. Pensándolo bien, parecía que había sido así desde que conoció a los esqueletos. No. Eso debe ser mera especulación. ¿Cómo podrían unos esqueletos tan adorables hacerme cometer semejante acto de traición?, pensó Gulzar. Había conocido a los esqueletos por primera vez en un bosque.","Au moment où Newman menait son enquête de tous côtés, Gulzar se plongea dans de profondes réflexions. Ces derniers temps, il rêvait fréquemment de scènes où il tuait Newman. Dans ses rêves, après l'avoir tué, Gulzar hurlait quelque chose, mais il était incapable de se souvenir de ses paroles. À bien y réfléchir, il semblait que ce soit ainsi depuis sa rencontre avec les squelettes. Non. Ce ne devait être que pure spéculation. Comment d'aussi mignons squelettes auraient-ils pu me pousser à un tel acte de trahison ? se demanda Gulzar. Il avait rencontré les squelettes pour la première fois dans une forêt.","Während Newman hier und da Nachforschungen anstellte, versank Gulzar in tiefes Nachdenken. In letzter Zeit hatte er immer wieder Träume, in denen er Newman tötete. Nach Newmans Tod schrie Gulzar in seinen Träumen laut etwas, doch er konnte sich nicht erinnern, was er gesagt hatte. Bei näherem Nachdenken schien es, als sei es so, seit er den Skeletten begegnet war. Nein. Das musste reine Spekulation sein. Wie konnten mich so niedliche Skelette zu solch einem Verrat verleiten?, dachte Gulzar. Er war den Skeletten zum ersten Mal in einem Wald begegnet.","Newman oralarda soruşturma yaparken, Gulzar derin düşüncelere daldı. Son zamanlarda, rüyalarında sık sık Newman'ı öldürdüğü sahneler görüyordu. Rüyalarında, Newman'ı öldürdükten sonra Gulzar yüksek sesle bir şeyler bağırıyordu, ama ne söylediğini hatırlayamıyordu. Tekrar düşününce, iskeletlerle tanıştığından beri böyle olduğu anlaşılıyor. Hayır. Bu sadece bir spekülasyon olmalı. Bu kadar sevimli iskeletler beni nasıl böyle bir ihanet eylemine sürükleyebilir ki? diye düşündü Gulzar. İskeletlerle ilk kez bir ormanda karşılaşmıştı.",ニューマンがあちこち調査をして通ったころ、グルグルする深い悩みに陥った。最近、夢の中で本人がニューマンを殺す場面をよく見ることになった。夢の中で屈辱するニューマンを殺した後、何か大きく叫ぶが、何を言うのかは屈辱する記憶が出ない。もう一度考えてみると、スケルトンに会った後からそうだったようだ。いいえ。それは抑止だろう。このようにかわいいスケルトンがどのように私にそのような反逆を犯すようにしますか？と屈すると思った。スケルトンに初めて会ったのはある森の中であった。,"Na mesma época em que Newman andava por aí investigando, Gulzar mergulhou em profunda contemplação. Ultimamente, ele vinha tendo frequentemente cenas em seus sonhos onde matava Newman. Em seus sonhos, depois de matar Newman, Gulzar gritava algo alto, mas não conseguia se lembrar do que dizia. Pensando bem, parecia que era assim desde que encontrara os esqueletos. Não. Isso deve ser mera especulação. Como esqueletos tão fofos poderiam me fazer cometer um ato de tamanha traição?, pensou Gulzar. Ele os encontrara pela primeira vez em uma floresta."
stage title story 2_11,"Back to the present. The final battle between Kalan and Newman. They have now taken another step toward the end of their long journey. Will Newman succeed in his unprecedented prank, which comes at the cost of his own life? Will the Demon King truly be resurrected? Is there a countermeasure? Amidst all this uncertainty, Kalan's blade is flying toward Newman moment by moment. Thus begins Gulzar's final battle to save Newman.",다시 현재. 칼란과 뉴먼의 마지막 전투. 지금 그들은 긴 여정의 끝에 한 발 더 나가섰다. 뉴먼의 자신의 목숨을 전제로 한 역대급 규모의 장난을 성공할 수 있을것인지? 마왕은 진짜 부활하게 되는지? 대책은 있는지? 모든 것이 불확실한 가운데 칼란은 칼날은 뉴먼을 향해 시시각각 날아가고 있다. 이런 뉴먼을 구하기 위한 굴자르의 마지막 전투가 시작된다.,"Torniamo al presente. La battaglia finale tra Kalan e Newman. Hanno compiuto un altro passo verso la fine del loro lungo viaggio. Riuscirà Newman nel suo scherzo senza precedenti, che gli costerà la vita? Il Re Demone risorgerà davvero? Esiste una contromisura? In mezzo a tutta questa incertezza, la lama di Kalan si abbatte su Newman istante dopo istante. Inizia così l'ultima battaglia di Gulzar per salvare Newman.","Вернемся в настоящее. Финальная битва между Каланом и Ньюманом. Они сделали еще один шаг к завершению своего долгого пути. Удастся ли Ньюману осуществить свою беспрецедентную шутку, которая обойдется ему жизнью? Действительно ли Король Демонов воскреснет? Есть ли контрмера? В разгар всей этой неопределенности клинок Калана с каждой секундой летит к Ньюману. Так начинается финальная битва Гулзара за спасение Ньюмана.","De vuelta al presente. La batalla final entre Kalan y Newman. Han dado un paso más hacia el final de su largo viaje. ¿Logrará Newman su hazaña sin precedentes, que le costará la vida? ¿Resucitará realmente el Rey Demonio? ¿Existe alguna contramedida? En medio de toda esta incertidumbre, la espada de Kalan vuela hacia Newman a cada instante. Así comienza la batalla final de Gulzar para salvar a Newman.","Retour au présent. L'ultime affrontement entre Kalan et Newman. Ils franchissent une nouvelle étape vers la fin de leur long périple. Newman réussira-t-il son coup de maître, au péril de sa vie ? Le Roi Démon ressuscitera-t-il véritablement ? Existe-t-il un moyen de le contrer ? Dans ce climat d'incertitude, la lame de Kalan fonce sur Newman. Ainsi commence le combat final de Gulzar pour sauver Newman.","Zurück in der Gegenwart. Der finale Kampf zwischen Kalan und Newman. Sie sind ihrem Ziel, dem Ende ihrer langen Reise, einen weiteren Schritt näher gekommen. Wird Newmans beispielloser Streich gelingen, der ihn das Leben kostet? Wird der Dämonenkönig tatsächlich wiederauferstehen? Gibt es ein Gegenmittel? Inmitten all dieser Ungewissheit saust Kalans Klinge jeden Augenblick auf Newman zu. So beginnt Gulzars letzter Kampf, um Newman zu retten.","Şimdiki zamana dönelim. Kalan ve Newman arasındaki son savaş. Uzun yolculuklarının sonuna doğru bir adım daha attılar. Newman, kendi hayatına mal olacak olan eşi benzeri görülmemiş şakasında başarılı olacak mı? Şeytan Kral gerçekten dirilecek mi? Bir karşı önlem var mı? Tüm bu belirsizliklerin ortasında, Kalan'ın kılıcı an be an Newman'a doğru uçuyor. Böylece Gulzar'ın Newman'ı kurtarmak için verdiği son savaş başlıyor.",再現在。カランとニューマンの最後の戦い。今彼らは長い旅の終わりにもう一歩出ました。ニューマンの自身の命を前提とした歴代級規模のいたずらを成功できるか？魔王は本当に復活するのか？対策はあるか？すべてが不確実な中で、カランは刃はニューマンに向かって時々刻々飛んでいる。このようなニューマンを救うためのグルザルの最後の戦いが始まる。,"De volta ao presente. A batalha final entre Kalan e Newman. Eles deram mais um passo rumo ao fim de sua longa jornada. Será que Newman conseguirá levar adiante sua travessura sem precedentes, que lhe custará a própria vida? O Rei Demônio realmente ressuscitará? Existe alguma forma de contra-atacar? Em meio a toda essa incerteza, a lâmina de Kalan voa em direção a Newman a cada instante. Assim começa a batalha final de Gulzar para salvar Newman."
defence record none,No defensive record. Use the protective shield to protect your resources.,방어 기록이 없습니다. 보호방패를 사용해 자원을 보호하세요.,Nessun registro di difesa. Usa lo scudo protettivo per proteggere le tue risorse.,"Отсутствует запись обороны. Используйте щит, сохраняющий ваши ресурсы.",Sin registro defensivo. Utilizar el escudo protector para proteger sus recursos.,Aucun enregistrement défensif. Utilisez le bouclier de protection pour protéger vos ressources.,Keine Defensive. Verwenden das Schutzschild um deine Ressourcen zu schützen.,Savunma kaydı yok. Kaynaklarını korumak için koruma kalkanını kullan.,防衛記録がありません。シールドで資源を守りましょう。,Nenhum registro defensivo. Use o escudo protetor para proteger seus recursos.
defence record exist,There are defensive record. Come fight back to regain the resource.,방어 기록이 존재합니다. 반격하여 자원을 되찾아오세요.,Sono presenti registri di difesa. Torna a combattere per riprenderti le risorse.,"Есть запись обороны. Возвращайтесь к битве, чтобы вернуть ресурсы.",Hay registro defensivo. Vuelve lucha para recuperar el recurso.,Il y a bilan défensif. Revenez de combat pour retrouver la ressource.,Es gibt eine Defensive. Schlage zurück um deine Resourcen zurück zu erlangen.,Savunma kaydın var. Kaynaklarını almak için karşı saldırı yap.,防衛記録があります。反撃して資源を取り戻しましょう。,Existem registros defensivos. Venha lutar para recuperar o recurso.
tip0,"If you double-tap a soldier, you can select all the same kind of soldiers.",유닛을 두 번 탭하면 동일한 모든 유닛을 선택할 수 있습니다.,"Se clicchi due volte su un soldato, potrai selezionare tutti i soldati dello stesso tipo.","Если вы дважды нажмёте на одного из солдат, то выберутся все похожие.","Presiona dos veces un soldado, podrás seleccionar a todos los de su tipo.",Appuyez deux fois sur un soldat pour selectionner tout ceux du même type.,Tippe doppelt auf einen Soldaten um alle gleicher Art auszuwählen.,"Eğer bir askere çift tıklarsanız, o asker türünün hepsini seçersiniz.",ユニットを２回タップすると同類のユニットすべてを選択することが可能です。,"se fizer duplo click num soldado, ira selecionar todos do mesmo tipo."
gold reached max,Upgrade the castle to store more gold.,더 많은 금을 저장하기 위해 성 업그레이드가 필요합니다.,Potenzia il castello per immagazzinare più oro.,"Улучшите замок, чтобы хранить больше золота.",MEJORA el CASTILLO para guardar mas ORO.,Améliorez le château pour stocker plus d'or.,Baue deine Burg aus um mehr Gold zu lagern.,Daha fazla altın depolamak için kaleyi yükseltin.,ゴールドを保存するには、城のアップグレードが必要です。,atualize o castelo para armazenar mais ouro
tree reached max,Upgrade the castle to store more lumber.,더 많은 목재를 저장하기 위해 성을 업그레이드가 필요합니다.,Potenzia il castello per immagazzinare più legna.,"Улучшите замок, чтобы хранить больше древесины.",MEJORA el CASTILLO para guardar mas MADERA.,Améliorez le château pour stocker plus de bois.,Baue deine Burg aus um mehr Holz zu lagern.,Daha fazla odun depolamak için kaleyi yükseltin.,木材を保存するには、城のアップグレードが必要です。,atualize o castelo para armazenar mais madeira
banned description,"Hacking or abusing has been detected. Your account will be banned. If you had any question, send email to sachoi1103@gmail.com",해킹 또는 어뷰징이 발견되었습니다. 접속이 제한 됩니다. 이견이 있다면 sachoi1103@gmail.com로 이메일을 보내주세요.,"Sono state rilevate attività di hacking. Il tuo account verrà bannato. Se hai qualche domanda, manda una mail a sachoi1103@gmail.com",Обнаружен взлом/модификация! Ваш аккаунт будет забанен. По всем вопросам пишите по-английски на sachoi1103@gmail.com,¡SE HAN DETECTADO HACKS/TRUCOS! Tu cuenta será baneado/a. ¿Preguntas? Mandale un correo a sachoi1103@gmail.com,"Triche détectée. Votre compte sera banni. Pour toute question, envoyez un email à sachoi1103@gmail.com",Dein Account wurde wegen Hackings gesperrt. Bei Fragen schicke eine Email ansachoi1103@gmail.com,"Hile algılandı. Hesabınız yasaklanacak. Eğer herhangi bir sorunuz varsa, sachoi1103@gmail.com 'a e-posta gönderin.",ハッキングが発覚しました。アカウントがロックされます。,"Se hacking ou abuso for detetado. Sua conta será banida. Se tiver alguma dúvida, envie um email para sachoi1103@gmail.com"
resting,Resting,휴식 중,A Riposo,Отдых,descansando,Repos,ruhend,Direnme,休憩中,descansar
attack,Attack,공격,Attacco,Атака,Atacar,Attaque,Angriff,Saldır,攻撃,atacar
level 10 castle required,Level-10-Castle is required,레벨 10 성이 필요합니다,Neccessario castello di livello 10,Требуется Замок-10-Уровень,¡Se requiere un CASTILLO de nivel 10!,Château niveau 10 nécessaire.,Level 10 Burg erforderlich,Seviye-10-Kale gerekli,城Lv.10以上が必要です。,É necessário um castelo de nível 10
wizard burn tree,A wizard can destroy the trees.,마법사는 나무를 파괴할 수 있습니다.,Un mago può distruggere gli alberi.,Колдун может уничтожать деревья.,Un MAGO puede DESTRUÍR los ARBOLES!,Un assistant peut détruire les arbres.,Ein Zauberer kann Bäume zerstören.,Bir büyücü ağaçları yok edebilir.,魔術師は木を破壊することができます。,um mago pode destruir arvores
next free pick,NEXT FREE PICK,다음 무료뽑기까지,PROSSIMA ESTRAZIONE GRATUITA,СЛЕД. БЕСПЛАТНО,SIGUIENTE ELECCIÓN LIBRE,SUIVANT PICK,NÄCHSTE KOSTENLOSE KISTE,SONRAKİ BEDAVA SEÇİM,次のガチャまで,próxima escolha grátis
stage title 2_0,A lone journey,고독한 여행,Un viaggio solitario,Одинокое странствие,Un viaje solitario...,Un voyage solitaire,Eine einsame Reise,Uzun bir yolculuk,孤独な旅,uma viagem solitária
stage title 2_1,Unexpected enemies,예기치 않은 적,Nemici inaspettati,Нежданные враги,Enemigos Inesperados...,ennemis inattendus,Unerwartete Feinde,Beklenmedik düşman,予期せぬ敵,inimigos inesperados
stage title 2_2,Distorted ally,뒤틀린 동맹,Alleato distorto,Чужие союзники,Aliado distorsionado,Distorted allié,verzerrte Verbündeten,Eciş bücüş dost,こじれた同盟,aliado distorcido
stage title 2_3,Under the waterfall,폭포 아래에서,Sotto la cascata,Под водопадом,Bajo la cascada,Sous la chute d'eau,Unter dem Wasserfall,Şelale'nin altında,滝の下で,debaixo da catarata
stage title 2_4,Surrounded,진퇴양난,Circondato,Жертва окружения,Rodeado,Entouré,Umzingelt,Sazan sarmalı,四面楚歌,cercados
stage title 2_5,Rage,분노,Furia,Ярость,Rabia,Rage,Wut,Öfke,怒り,Raiva
stage title 2_6,Prophecy,예언,Profezia,Пророчество,Profecía,Prophétie,Prophezeiung,Kehanet,予言,Profecia
stage title 2_7,Public enemy,공공의 적,Nemico pubblico,Где все?,Enemigo público,Ennemi public,Staatsfeind,Herkese düşman,公共の敵,inimigo publico
stage title 2_8,Revenger,복수자,Vendicatore,Обида и Мщение,Vengador,Vengeur,Rächer,İntikamcı,復讐者,vingador
stage title 2_9,Destroyer,파괴자,Distruttore,Вести от Шпиона,Destructor,Destructeur,Zerstörer,Yok edici,破壊者,destruidor
stage title 2_10,The legend,전설,La legenda,Легенда,La leyenda,La légende,Die Legende,Efsane,レジェンド,Lenda
stage title 2_11,Resurrection,부활,Ressurezione,Воскрешение,Resurrección,Résurrection,Auferstehung,Diriliş,復活,ressurreição
khalan,Khalan,칼란,Khalan,Халан,Khalan,Khalan,Khalan,Khalan,カラン,Khalan
heroes arena,HEROES ARENA,영웅 대전,ARENA DEGLI EROI,АРЕНА ГЕРОЕВ,HÉROES ARENA,HEROES ARENA,HELDEN ARENA,KAHRAMANLAR ARENASI,ヒーロー対戦,heróis Arena
needs 12 heroes,You need 12 heroes on the deck.,대전을 위해서 12명의 영웅을 덱에 장착해야 합니다.,Hai bisogno di 12 eroi nel mazzo.,Необходимо 12 героев в колоде.,Es necesario 12 héroes en la cubierta.,Vous avez besoin de 12 héros sur le pont.,Du benötigst 12 Helden in deinem Deck.,Destende 12 Kahramana ihtiyacın var.,ヒーロー12体をデッキに配置してください。,necessita de 12 heróis no baralho
save before upload,You have to save the map to the slot before you upload the map.,업로드 하기 전에 먼저 맵을 저장해주세요.,È necessario salvare la mappa nello slot prima di caricarla.,Перед загрузкой карты необходимо сохранить её в слот.,Debes guardar el mapa en la ranura antes de subirlo.,Vous devez enregistrer la carte dans l'emplacement prévu avant de la télécharger.,"Sie müssen die Karte im entsprechenden Speicherplatz speichern, bevor Sie sie hochladen.",Haritayı yüklemeden önce ilgili yuvaya kaydetmeniz gerekiyor.,マップをアップロードする前に、マップをスロットに保存する必要があります。,Você precisa salvar o mapa no slot antes de fazer o upload.
map editor,Editor,맵 에디터,Redattore,Редактор,Editor,Éditeur,Editor,Editör,エディタ,Editor
use map,U-Map,유즈 맵,Mappa U,U-карта,Mapa U,Carte en U,U-Map,U-Harita,Uマップ,Mapa U
map desc,Upload a map that you created. Please play it by yourself before you upload it. And the bad uploader will be banned from this game.,"당신이 만든 맵를 올려주세요. 중복, 도배 또는 부적절한 의미를 포함한 맵을 올리실 경우 맵 삭제 및 게임 접속 정지되니 유의하여 주시기 바랍니다 ^0^","Carica una mappa che hai creato. Per favore, provala tu stesso prima di caricarla. Chiunque carichi una mappa non conforme verrà bannato dal gioco.","Загрузите созданную вами карту. Пожалуйста, поиграйте на ней сами, прежде чем загружать. Нарушитель будет забанен в этой игре.","Sube un mapa que hayas creado. Por favor, juégalo tú mismo antes de subirlo. Quien suba un mapa de forma inapropiada será expulsado del juego.",Téléversez une carte que vous avez créée. Veuillez la tester vous-même avant de la téléverser. Tout téléverseur ne respectant pas cette règle sera banni du jeu.,"Lade eine von dir erstellte Karte hoch. Bitte teste sie vorher selbst. Wer sie nicht hochlädt, wird vom Spiel ausgeschlossen.",Oluşturduğunuz bir haritayı yükleyin. Yüklemeden önce lütfen kendiniz oynayın. Kurallara uymayan yükleyiciler bu oyundan yasaklanacaktır.,作成したマップをアップロードしてください。アップロードする前に必ずご自身でプレイしてみてください。不適切なアップロードを行ったユーザーは、このゲームから追放されます。,"Envie um mapa que você criou. Por favor, jogue nele você mesmo antes de enviá-lo. Quem enviar o mapa dessa forma será banido do jogo."
map of week,Map of the week,금주의 지도,Mappa della settimana,Карта недели,Mapa de la semana,Carte de la semaine,Karte der Woche,Haftanın haritası,今週の地図,Mapa da semana
forum,Forum,네이버 카페,Forum,Форум (англ.),Foro,Forum,Forum,Forum,フォーラム,Fórum
chapter unlock condition,You need to complete all previous chapters.,이전의 모든 챕터를 완료해야합니다.,Devi completrare tutti i capitoli precedenti.,Вы должны завершить все предыдущие главы.,Es necesario completar todos los capítulos anteriores.,Vous devez terminer tous les chapitres précèdents.,Du musst alle vorherigen Kapitel abschließen.,Önceki tüm bölümleri bitirmen gerek.,前のチャプターをすべてクリアしてください。,tem de completar os capítulos anteriores
do not use special character,A special text is not allowed.,특수 문자는 허용되지 않습니다.,I caratteri speciali non sono ammessi.,Особый текст не допускается.,No se permite un texto especial.,Les caractères spéciaux ne sont pas autorisés.,Spezial Charakter sind nicht erlaubt.,Özel karakter kullanılamaz.,特別なテキストは許可されていません。,Caracteres especial não são permitidos
worker condition 0,Lucky day,첫 번째 일꾼은 무료입니다,Giorno fortunato,Счастливый день,Día de suerte,Jour de chance,Glückstag,Şanslı gün,ラッキーデイ,Dia de sorte
worker condition 1,Finish the first chapter,첫 번째 챕터를 완료하세요,Finisci il primo capitolo,Пройдите первую главу,Terminar el primer capítulo,Finissez le premier chapitre,Beende das erste Kapitel,İlk bölümü bitir,チャプター１をクリア,Acabou o primeiro capitulo
worker condition 2,Win the arena for 20 times,아레나에서 20번 승리하세요,Vinci nell'arena per 20 volte,Победите на арене 20 раз,Gana el escenario de 20 veces,Gagnez 20 fois dans l'arène,Gewinne in der Arena zwanzig mal,Arenada 20 kez kazan,アリーナバトル20回勝利,ganhar a arena 20 vezes
worker condition 3,Finish the episode orc,두 번째 챕터를 완료하세요,Finisci l'episodio dell'orco,Пройдите эпизод об Орке,Terminar el episodio orco,Terminez l'épisode 'Orc',Beende die Ork Kampagne,Ork bölümünü bitir,エピソードオークをクリア,Concluía o episodio Orc
gold text,Gold,금,Oro,Золото,Oro,Or,Gold,Altın,ゴールド,ouro
lumber text,Lumber,나무,Legna,Древесина,Madera,Bois,Holz,Odun,木材,madeira
produced unit,Produced Unit,생산된 유닛,Unità prodotte,Создано Юнитов,Unidades producidas,Unités produites,Produzierte Einheiten,Üretilen Birim,生産されたユニット,produzir unidade
killed unit,Killed Unit,제거한 유닛,Unita uccise,Убито Юнитов,Unidades eliminadas,Unités tuées,Getötete Einheiten,Öldürülen Birim,消去したユニット,matar unidade
failed to find match,"Failed to find an opponent. Try it again, later.",상대를 찾는 데 실패했습니다. 나중에 다시 시도하십시오.,Non è stato possibile trovare un avversario. Riprova più tardi.,Не удалось найти противника. Попробуйте позже.,No se pudo encontrar un oponente. Inténtelo de nuevo más tarde.,Aucun opposant trouvé. Réessayez plus tard.,Keinen Gegner gefunden. Versuche es später noch einmal.,Rakip bulunamadı. Daha sonra tekrar deneyin.,マッチングに失敗しました。しばらく待ってもう一度試してください。,"não se conseguiu encontrar adversário, tente novamente."
tree,Tree,나무,Albero,Дерево,Árbol,Arbre,Baum,Ağaç,木,Arvore
win,WIN,승리,Vittoria,ПОБЕДА,GANAR,VICTOIRE,SIEG,ZAFER,勝利,vitoria
lose,LOST,패배,PERSO,ПОТЕРЯННЫЙ,PERDIÓ,PERDU,HAT VERLOREN,KAYIP,LOST,derrota
used,Used,사용,Usato,Занят,Usado,Utilisé,Benutzte,Kullanılan,使用,usado
earned,Earned,획득,Guadagnato,Получен,Obtenido,Récolté,Erhaltene,Kazanılan,獲得,ganho
league,League,리그,Lega,Лига,Liga,Ligue,Liga,Lig,リーグ,liga
next league,NEXT LEAGUE,다음 리그 진출,PROSSIMA LEGA,СЛЕД. ЛИГА,SIGUIENTE LIGA,PROCHAINE LIGUE,NÄCHSTE LIGA,Sonraki Lig,次のリーグに進出,próxima liga
time,Time,시간,Tempo,Время,Tiempo,Temps,Zeit,Zaman,タイム,tempo
gem pack,GEM PACK,잼 보따리,PACCHETTO DI GEMME,НАБОР ГЕМОВ,PAQUETE DE GEM,PACK DE GEMMES,JUWELEN PAKET,MÜCEVHER PAKETİ,宝石パッケージ,pacote de Gemas
starter pack,STARTER PACK,스타터 팩,PACCHETTO DI BASE,НАБОР НОВИЧКА,PAQUETE DE INICIO,KIT DE DÉPART,STARTER PAKET,BAŞLANGIÇ PAKETİ,スターターパック,pacote inicial
info,INFO,정보,INFO,ИНФО,INFO,INFORMATION,INFO,BİLGİ,情報,informação
train,TRAIN,훈련,ALLENAMENTO,ТРЕН.,Formación,ENTRAINEMENT,TRAINIEREN,EĞİTİM,訓練,treino
network fail play offline,Failed to connect to the server. Play offline and try it later.,서버에 접속할 수 없습니다. 잠시 오프라인 플레이 후 다시 시도해보세요.,Impossible collegarsi al server. Gioca offline e riprova più tardi.,Не удалось подключиться. Играйте пока оффлайн / попробуйте ещё раз.,Falló la conexión al servidor. Juega el juego sin conexión y pruébalo más tarde.,Connexion au serveur impossible. Réessayez plus tard.,Verbindung zum Server fehlgeschlagen. Spiele offline oder versuche es später erneut.,Sunucuya bağlanılamadı. Çevrimdışı oynayın ve daha sonra tekrar deneyin.,サーバーに接続できません。しばらくオフラインで楽しんでいただき、もう一度試してください。,impossível ligar ao servidor. Jogue offline e tente mais tarde.
play colosseum,Play arena and let others admire you,아레나 플레이하고 나의 엄청난 실력을 확인하세요!,Gioca nell'arena e lascia che tutti ti ammirino,Играйте на арене и пусть другие восхищаются вами.,Juega al Coliseo y deja que otros te admiren.,Jouez dans le Colisée pour être admiré.,Spielen Arena und lassen Sie andere bewundern Sie,Arena oynayın ve diğerlerinin takdirini kazanın!,アリーナバトルで実力を試してください！,joga na área e deixa os outros te admirar
drag to select,DRAG TO SELECT,드래그 선택,SPOSTA PER SELEZIONARE,ПЕРЕТАЩИТЕ ДЛЯ ВЫБОРА,DRAG PARA SELECCIONAR,GLISSEZ POUR SELECTIONNER,ZIEHE ZUM AUSWÄHLEN,SEÇMEK İÇİN SÜRÜKLE,ドラッグで選択,arrastar para selecionar
name,Nick Name,이름,Soprannome,Никнейм,Apodo,Pseudo,Spitzname,Takma Ad,ニックネーム,Alcunha
input name,Input your name,이름을 입력하세요,Inserisci il tuo nome,Введите ваше имя,Ingresa tu nombre,Entrez votre pseudo,Gebe deinen Namen ein,Adınızı girin,ニックネームを入力してください。,introduza nome
same name exist,The name is already in use,이미 등록된 이름입니다.,Il nome è già stato utilizzato,Такое имя уже использ.,El nombre ya está en uso.,Ce pseudo n'est pas disponible,Der Name ist schon vergeben,Bu isim zaten kullanılmakta.,すでに登録されています。,nome já está em uso
name registered,Your name is saved,이름이 저장되었습니다.,Il tuo nome è stato salvato,Имя сохранено,Tu nombre esta guardado,Votre pseudo est sauvegardé,Dein Name ist registriert,İsminiz kaydedildi.,ニックネームが保存されました。,nove foi salvo
new user,New User,신규유저,Nuovo Utente,Новый Пользователь,Nuevo usuario,Nouvel utilisateur,Neuer Spieler,Yeni Kullanıcı,新規ユーザー,novo utilizador
existing user,Existing User,기존유저,Utente Esistente,Существ. Пользователь,Usuario existente,Utilisateur existant,Benutzer exististiert bereits,Varolan Kullanıcı,既存ユーザー,utilizador existe
user id,User ID,유저ID,ID Utente,ID Пользователя,ID de usuario,Numéro d'utilisateur,Spieler ID,Kullanıcı ID'si,ユーザーID,ID Utilizador
is new user,Are you a new user?,신규 유저입니까?,Sei un nuovo utente?,Вы новый пользователь?,¿Eres un usuario nuevo?,Êtes-vous un nouvel utilisateur ?,Bist du ein neuer Spieler?,Yeni bir kullanıcı mısınız?,新規ユーザーですか？,É um novo utilizador?
change,Change,변경,Cambia,Изменить,Cambio,Changer,Ändern,Değiştir,変更,alterar
account change,Account Change,계정 전환,Cambia Account,Изменить Данные Аккаунта,Cambio de cuenta,Changer de compte,Account wechseln,Hesap değişikliği,アカウント切り替え,alterar conta
change name,Name Change,이름 변경,Cambia Nome,Изменить Имя,Cambio de nombre,Changer de nom,Name ändern,İsim değişikliği,ニックネームを変更,alterar nome
